geo_id,year,income_quintile,income_range,usage,pop,usetype,usage_percap,name
cities_29,2016,1,"< $41,685",13149668.5000,15897,res,827.1792,cudahy
cities_29,2016,2,"$41,685-$56,290",10144895.0000,11342,res,894.4538,cudahy
cities_29,2016,3,"$56,290-$74,167",NA,NA,res,NA,cudahy
cities_29,2016,4,"$74,167-$99,028",NA,NA,res,NA,cudahy
cities_29,2016,5,"> $99,028",NA,NA,res,NA,cudahy
cities_3,2016,1,"< $41,685",NA,NA,res,NA,arcadia
cities_3,2016,2,"$41,685-$56,290",12212954.5000,8902,res,1371.9338,arcadia
cities_3,2016,3,"$56,290-$74,167",30541925.0000,17093,res,1786.8089,arcadia
cities_3,2016,4,"$74,167-$99,028",30478965.5000,19532,res,1560.4631,arcadia
cities_3,2016,5,"> $99,028",71112076.7000,27024,res,2631.4416,arcadia
cities_30,2016,1,"< $41,685",NA,NA,res,NA,culver city
cities_30,2016,2,"$41,685-$56,290",740622.9000,3176,res,233.1936,culver city
cities_30,2016,3,"$56,290-$74,167",21573863.5000,17967,res,1200.7493,culver city
cities_30,2016,4,"$74,167-$99,028",39550485.7000,18065,res,2189.3432,culver city
cities_30,2016,5,"> $99,028",27061072.2000,12392,res,2183.7534,culver city
cities_31,2016,1,"< $41,685",NA,NA,res,NA,diamond bar
cities_31,2016,2,"$41,685-$56,290",NA,NA,res,NA,diamond bar
cities_31,2016,3,"$56,290-$74,167",14282577.0000,5972,res,2391.5903,diamond bar
cities_31,2016,4,"$74,167-$99,028",64384203.5000,30316,res,2123.7697,diamond bar
cities_31,2016,5,"> $99,028",53788012.4397,25099,res,2143.0341,diamond bar
cities_32,2016,1,"< $41,685",9166159.0000,5219,res,1756.3056,downey
cities_32,2016,2,"$41,685-$56,290",44040032.0000,26179,res,1682.2656,downey
cities_32,2016,3,"$56,290-$74,167",59203539.0000,37658,res,1572.1371,downey
cities_32,2016,4,"$74,167-$99,028",49947907.5000,26601,res,1877.6703,downey
cities_32,2016,5,"> $99,028",29639239.5000,14313,res,2070.7916,downey
cities_33,2016,1,"< $41,685",4440442.0000,2330,res,1905.7691,duarte
cities_33,2016,2,"$41,685-$56,290",NA,NA,res,NA,duarte
cities_33,2016,3,"$56,290-$74,167",21800537.5000,11146,res,1955.9068,duarte
cities_33,2016,4,"$74,167-$99,028",4446199.0000,2898,res,1534.2302,duarte
cities_33,2016,5,"> $99,028",12719091.0000,4620,res,2753.0500,duarte
cities_34,2016,1,"< $41,685",68572175.7000,57171,res,1199.4224,el monte
cities_34,2016,2,"$41,685-$56,290",51914279.0000,43716,res,1187.5350,el monte
cities_34,2016,3,"$56,290-$74,167",28960100.5000,19139,res,1513.1460,el monte
cities_34,2016,4,"$74,167-$99,028",2293908.0000,6294,res,364.4595,el monte
cities_34,2016,5,"> $99,028",NA,NA,res,NA,el monte
cities_342,2016,1,"< $41,685",NA,NA,res,NA,la palma
cities_342,2016,2,"$41,685-$56,290",NA,NA,res,NA,la palma
cities_342,2016,3,"$56,290-$74,167",4645793.0000,3863,res,1202.6386,la palma
cities_342,2016,4,"$74,167-$99,028",12952531.5000,9946,res,1302.2855,la palma
cities_342,2016,5,"> $99,028",14879444.0000,7858,res,1893.5409,la palma
cities_343,2016,1,"< $41,685",239566061.9000,236806,res,1011.6554,los angeles unincorporated area
cities_343,2016,2,"$41,685-$56,290",302641546.4000,255624,res,1183.9324,los angeles unincorporated area
cities_343,2016,3,"$56,290-$74,167",411688544.1000,302418,res,1361.3229,los angeles unincorporated area
cities_343,2016,4,"$74,167-$99,028",447532684.9000,331029,res,1351.9440,los angeles unincorporated area
cities_343,2016,5,"> $99,028",522047359.6000,283589,res,1840.8590,los angeles unincorporated area
cities_35,2016,1,"< $41,685",26430550.0000,16890,res,1564.8638,gardena
cities_35,2016,2,"$41,685-$56,290",34846444.3000,23689,res,1470.9968,gardena
cities_35,2016,3,"$56,290-$74,167",20828799.5000,14234,res,1463.3132,gardena
cities_35,2016,4,"$74,167-$99,028",9886306.0000,6138,res,1610.6722,gardena
cities_35,2016,5,"> $99,028",NA,NA,res,NA,gardena
cities_36,2016,1,"< $41,685",65189799.7000,55281,res,1179.2442,inglewood
cities_36,2016,2,"$41,685-$56,290",41217296.5000,32944,res,1251.1321,inglewood
cities_36,2016,3,"$56,290-$74,167",42241164.2000,25089,res,1683.6528,inglewood
cities_36,2016,4,"$74,167-$99,028",8793530.0000,6084,res,1445.3534,inglewood
cities_36,2016,5,"> $99,028",4948363.0000,5390,res,918.0636,inglewood
cities_37,2016,1,"< $41,685",masked,222,res,masked,irwindale
cities_37,2016,2,"$41,685-$56,290",NA,NA,res,NA,irwindale
cities_37,2016,3,"$56,290-$74,167",masked,3371,res,masked,irwindale
cities_37,2016,4,"$74,167-$99,028",NA,NA,res,NA,irwindale
cities_37,2016,5,"> $99,028",NA,NA,res,NA,irwindale
cities_38,2016,1,"< $41,685",NA,NA,res,NA,la canada flintridge
cities_38,2016,2,"$41,685-$56,290",NA,NA,res,NA,la canada flintridge
cities_38,2016,3,"$56,290-$74,167",masked,2614,res,masked,la canada flintridge
cities_38,2016,4,"$74,167-$99,028",2022866.0000,2690,res,751.9948,la canada flintridge
cities_38,2016,5,"> $99,028",82551273.9000,25516,res,3235.2749,la canada flintridge
cities_39,2016,1,"< $41,685",NA,NA,res,NA,la habra heights
cities_39,2016,2,"$41,685-$56,290",NA,NA,res,NA,la habra heights
cities_39,2016,3,"$56,290-$74,167",NA,NA,res,NA,la habra heights
cities_39,2016,4,"$74,167-$99,028",NA,NA,res,NA,la habra heights
cities_39,2016,5,"> $99,028",20233266.8000,11145,res,1815.4569,la habra heights
cities_4,2016,1,"< $41,685",NA,NA,res,NA,azusa
cities_4,2016,2,"$41,685-$56,290",NA,NA,res,NA,azusa
cities_4,2016,3,"$56,290-$74,167",NA,NA,res,NA,azusa
cities_4,2016,4,"$74,167-$99,028",NA,NA,res,NA,azusa
cities_4,2016,5,"> $99,028",NA,NA,res,NA,azusa
cities_40,2016,1,"< $41,685",12312655.0000,11277,res,1091.8378,hawaiian gardens
cities_40,2016,2,"$41,685-$56,290",2369063.5000,2207,res,1073.4316,hawaiian gardens
cities_40,2016,3,"$56,290-$74,167",2411818.0000,4117,res,585.8193,hawaiian gardens
cities_40,2016,4,"$74,167-$99,028",NA,NA,res,NA,hawaiian gardens
cities_40,2016,5,"> $99,028",NA,NA,res,NA,hawaiian gardens
cities_41,2016,1,"< $41,685",49348177.5000,38935,res,1267.4503,hawthorne
cities_41,2016,2,"$41,685-$56,290",32908423.5000,32012,res,1028.0027,hawthorne
cities_41,2016,3,"$56,290-$74,167",14248209.0000,15200,res,937.3822,hawthorne
cities_41,2016,4,"$74,167-$99,028",9381082.5000,11983,res,782.8659,hawthorne
cities_41,2016,5,"> $99,028",9780324.0000,3642,res,2685.4267,hawthorne
cities_42,2016,1,"< $41,685",68616743.0000,36914,res,1858.8271,palmdale
cities_42,2016,2,"$41,685-$56,290",94487220.0000,48717,res,1939.5123,palmdale
cities_42,2016,3,"$56,290-$74,167",72503948.0000,33634,res,2155.6743,palmdale
cities_42,2016,4,"$74,167-$99,028",87140278.5000,36052,res,2417.0720,palmdale
cities_42,2016,5,"> $99,028",29964990.5000,12446,res,2407.6001,palmdale
cities_43,2016,1,"< $41,685",NA,NA,res,NA,palos verdes estates
cities_43,2016,2,"$41,685-$56,290",NA,NA,res,NA,palos verdes estates
cities_43,2016,3,"$56,290-$74,167",NA,NA,res,NA,palos verdes estates
cities_43,2016,4,"$74,167-$99,028",NA,NA,res,NA,palos verdes estates
cities_43,2016,5,"> $99,028",51125210.2000,13591,res,3761.6960,palos verdes estates
cities_44,2016,1,"< $41,685",12076117.5000,10590,res,1140.3322,paramount
cities_44,2016,2,"$41,685-$56,290",38721064.0000,36059,res,1073.8252,paramount
cities_44,2016,3,"$56,290-$74,167",9564449.5000,8771,res,1090.4628,paramount
cities_44,2016,4,"$74,167-$99,028",6177142.0000,5120,res,1206.4730,paramount
cities_44,2016,5,"> $99,028",NA,NA,res,NA,paramount
cities_45,2016,1,"< $41,685",NA,NA,res,NA,pasadena
cities_45,2016,2,"$41,685-$56,290",NA,NA,res,NA,pasadena
cities_45,2016,3,"$56,290-$74,167",NA,NA,res,NA,pasadena
cities_45,2016,4,"$74,167-$99,028",NA,NA,res,NA,pasadena
cities_45,2016,5,"> $99,028",NA,NA,res,NA,pasadena
cities_46,2016,1,"< $41,685",11611278.0000,10928,res,1062.5254,pico rivera
cities_46,2016,2,"$41,685-$56,290",26221934.0000,17031,res,1539.6591,pico rivera
cities_46,2016,3,"$56,290-$74,167",43157232.5000,28129,res,1534.2612,pico rivera
cities_46,2016,4,"$74,167-$99,028",13446417.0000,10636,res,1264.2363,pico rivera
cities_46,2016,5,"> $99,028",1571763.0000,4459,res,352.4923,pico rivera
cities_47,2016,1,"< $41,685",43197113.0000,34822,res,1240.5121,pomona
cities_47,2016,2,"$41,685-$56,290",81049753.4000,52781,res,1535.5858,pomona
cities_47,2016,3,"$56,290-$74,167",68583036.5000,49417,res,1387.8430,pomona
cities_47,2016,4,"$74,167-$99,028",40662090.0000,18138,res,2241.8177,pomona
cities_47,2016,5,"> $99,028",11314876.0000,5149,res,2197.4900,pomona
cities_48,2016,1,"< $41,685",NA,NA,res,NA,rancho palos verdes
cities_48,2016,2,"$41,685-$56,290",masked,1058,res,masked,rancho palos verdes
cities_48,2016,3,"$56,290-$74,167",NA,NA,res,NA,rancho palos verdes
cities_48,2016,4,"$74,167-$99,028",24472827.7000,13513,res,1811.0581,rancho palos verdes
cities_48,2016,5,"> $99,028",99235002.1000,40779,res,2433.4830,rancho palos verdes
cities_49,2016,1,"< $41,685",NA,NA,res,NA,redondo beach
cities_49,2016,2,"$41,685-$56,290",masked,970,res,masked,redondo beach
cities_49,2016,3,"$56,290-$74,167",3538956.5000,1283,res,2758.3449,redondo beach
cities_49,2016,4,"$74,167-$99,028",51802111.0000,24999,res,2072.1673,redondo beach
cities_49,2016,5,"> $99,028",92664024.5000,46215,res,2005.0638,redondo beach
cities_5,2016,1,"< $41,685",7696233.0000,5230,res,1471.5551,baldwin park
cities_5,2016,2,"$41,685-$56,290",47197281.0000,33584,res,1405.3502,baldwin park
cities_5,2016,3,"$56,290-$74,167",43305068.3000,33225,res,1303.3881,baldwin park
cities_5,2016,4,"$74,167-$99,028",10708891.0000,9472,res,1130.5839,baldwin park
cities_5,2016,5,"> $99,028",NA,NA,res,NA,baldwin park
cities_50,2016,1,"< $41,685",NA,NA,res,NA,rolling hills
cities_50,2016,2,"$41,685-$56,290",NA,NA,res,NA,rolling hills
cities_50,2016,3,"$56,290-$74,167",NA,NA,res,NA,rolling hills
cities_50,2016,4,"$74,167-$99,028",masked,2818,res,masked,rolling hills
cities_50,2016,5,"> $99,028",13471224.0000,1684,res,7999.5392,rolling hills
cities_51,2016,1,"< $41,685",NA,NA,res,NA,hermosa beach
cities_51,2016,2,"$41,685-$56,290",NA,NA,res,NA,hermosa beach
cities_51,2016,3,"$56,290-$74,167",NA,NA,res,NA,hermosa beach
cities_51,2016,4,"$74,167-$99,028",7023215.0000,1819,res,3861.0308,hermosa beach
cities_51,2016,5,"> $99,028",38631639.2000,18663,res,2069.9587,hermosa beach
cities_52,2016,1,"< $41,685",NA,NA,res,NA,hidden hills
cities_52,2016,2,"$41,685-$56,290",NA,NA,res,NA,hidden hills
cities_52,2016,3,"$56,290-$74,167",NA,NA,res,NA,hidden hills
cities_52,2016,4,"$74,167-$99,028",NA,NA,res,NA,hidden hills
cities_52,2016,5,"> $99,028",20036392.0000,1732,res,11568.3557,hidden hills
cities_53,2016,1,"< $41,685",NA,NA,res,NA,la mirada
cities_53,2016,2,"$41,685-$56,290",4940803.5000,2320,res,2129.6567,la mirada
cities_53,2016,3,"$56,290-$74,167",15583672.5000,9811,res,1588.3878,la mirada
cities_53,2016,4,"$74,167-$99,028",54203918.0000,23869,res,2270.8919,la mirada
cities_53,2016,5,"> $99,028",28166126.0000,13162,res,2139.9579,la mirada
cities_54,2016,1,"< $41,685",6610010.0000,1900,res,3478.9526,la verne
cities_54,2016,2,"$41,685-$56,290",NA,NA,res,NA,la verne
cities_54,2016,3,"$56,290-$74,167",34256937.0000,16934,res,2022.9678,la verne
cities_54,2016,4,"$74,167-$99,028",10298993.0000,3462,res,2974.8680,la verne
cities_54,2016,5,"> $99,028",37919455.0000,16194,res,2341.5743,la verne
cities_55,2016,1,"< $41,685",masked,2941,res,masked,lakewood
cities_55,2016,2,"$41,685-$56,290",masked,2381,res,masked,lakewood
cities_55,2016,3,"$56,290-$74,167",52355037.5000,32239,res,1623.9659,lakewood
cities_55,2016,4,"$74,167-$99,028",60252431.5000,29763,res,2024.4072,lakewood
cities_55,2016,5,"> $99,028",48361985.5000,21798,res,2218.6432,lakewood
cities_56,2016,1,"< $41,685",NA,NA,res,NA,rolling hills estates
cities_56,2016,2,"$41,685-$56,290",NA,NA,res,NA,rolling hills estates
cities_56,2016,3,"$56,290-$74,167",NA,NA,res,NA,rolling hills estates
cities_56,2016,4,"$74,167-$99,028",masked,4713,res,masked,rolling hills estates
cities_56,2016,5,"> $99,028",25607471.5000,19014,res,1346.7693,rolling hills estates
cities_57,2016,1,"< $41,685",23034829.0000,15836,res,1454.5863,rosemead
cities_57,2016,2,"$41,685-$56,290",35276312.0000,24032,res,1467.8891,rosemead
cities_57,2016,3,"$56,290-$74,167",17193549.0000,14113,res,1218.2774,rosemead
cities_57,2016,4,"$74,167-$99,028",8116976.0000,11165,res,727.0019,rosemead
cities_57,2016,5,"> $99,028",NA,NA,res,NA,rosemead
cities_58,2016,1,"< $41,685",NA,NA,res,NA,san dimas
cities_58,2016,2,"$41,685-$56,290",7224613.3333,2441,res,2959.6941,san dimas
cities_58,2016,3,"$56,290-$74,167",21005082.5000,12795,res,1641.6633,san dimas
cities_58,2016,4,"$74,167-$99,028",36443246.0000,14994,res,2430.5219,san dimas
cities_58,2016,5,"> $99,028",31825557.5000,15542,res,2047.7131,san dimas
cities_59,2016,1,"< $41,685",5136812.0000,3848,res,1334.9304,san fernando
cities_59,2016,2,"$41,685-$56,290",14587884.2000,15684,res,930.1125,san fernando
cities_59,2016,3,"$56,290-$74,167",10421124.2000,6559,res,1588.8282,san fernando
cities_59,2016,4,"$74,167-$99,028",2733824.0000,1237,res,2210.0437,san fernando
cities_59,2016,5,"> $99,028",3742402.1000,2240,res,1670.7152,san fernando
cities_6,2016,1,"< $41,685",19331524.0000,24810,res,779.1827,bell
cities_6,2016,2,"$41,685-$56,290",12395015.0000,15004,res,826.1140,bell
cities_6,2016,3,"$56,290-$74,167",masked,2352,res,masked,bell
cities_6,2016,4,"$74,167-$99,028",NA,NA,res,NA,bell
cities_6,2016,5,"> $99,028",NA,NA,res,NA,bell
cities_60,2016,1,"< $41,685",12167320.5000,7778,res,1564.3251,san gabriel
cities_60,2016,2,"$41,685-$56,290",18712126.5000,13509,res,1385.1600,san gabriel
cities_60,2016,3,"$56,290-$74,167",20291442.0000,15259,res,1329.8016,san gabriel
cities_60,2016,4,"$74,167-$99,028",6012858.0000,10010,res,600.6851,san gabriel
cities_60,2016,5,"> $99,028",11185963.0000,5622,res,1989.6768,san gabriel
cities_61,2016,1,"< $41,685",NA,NA,res,NA,san marino
cities_61,2016,2,"$41,685-$56,290",NA,NA,res,NA,san marino
cities_61,2016,3,"$56,290-$74,167",NA,NA,res,NA,san marino
cities_61,2016,4,"$74,167-$99,028",NA,NA,res,NA,san marino
cities_61,2016,5,"> $99,028",42602752.0000,15210,res,2800.9699,san marino
cities_62,2016,1,"< $41,685",5603317.0000,5628,res,995.6143,santa clarita
cities_62,2016,2,"$41,685-$56,290",66033226.7500,30987,res,2130.9977,santa clarita
cities_62,2016,3,"$56,290-$74,167",49805574.0000,23009,res,2164.6127,santa clarita
cities_62,2016,4,"$74,167-$99,028",158233815.2500,62709,res,2523.3031,santa clarita
cities_62,2016,5,"> $99,028",239849294.0000,99990,res,2398.7328,santa clarita
cities_63,2016,1,"< $41,685",2901163.0000,4009,res,723.6625,santa fe springs
cities_63,2016,2,"$41,685-$56,290",3212730.0000,6064,res,529.8038,santa fe springs
cities_63,2016,3,"$56,290-$74,167",4330362.0000,5164,res,838.5674,santa fe springs
cities_63,2016,4,"$74,167-$99,028",19056248.0000,14146,res,1347.1121,santa fe springs
cities_63,2016,5,"> $99,028",masked,1461,res,masked,santa fe springs
cities_64,2016,1,"< $41,685",NA,NA,res,NA,santa monica
cities_64,2016,2,"$41,685-$56,290",18034434.0000,10463,res,1723.6389,santa monica
cities_64,2016,3,"$56,290-$74,167",31803819.1000,13254,res,2399.5638,santa monica
cities_64,2016,4,"$74,167-$99,028",86831209.9000,41339,res,2100.4671,santa monica
cities_64,2016,5,"> $99,028",98128759.5000,31476,res,3117.5740,santa monica
cities_65,2016,1,"< $41,685",2047771.0000,1525,res,1342.8007,lawndale
cities_65,2016,2,"$41,685-$56,290",16910287.0000,13381,res,1263.7536,lawndale
cities_65,2016,3,"$56,290-$74,167",18564681.0000,17362,res,1069.2709,lawndale
cities_65,2016,4,"$74,167-$99,028",5307558.0000,5495,res,965.8886,lawndale
cities_65,2016,5,"> $99,028",NA,NA,res,NA,lawndale
cities_66,2016,1,"< $41,685",NA,NA,res,NA,lomita
cities_66,2016,2,"$41,685-$56,290",10012377.5000,5188,res,1929.9109,lomita
cities_66,2016,3,"$56,290-$74,167",17784605.8000,9883,res,1799.5149,lomita
cities_66,2016,4,"$74,167-$99,028",10217557.0000,7527,res,1357.4541,lomita
cities_66,2016,5,"> $99,028",743155.0000,2729,res,272.3177,lomita
cities_67,2016,1,"< $41,685",165795626.3000,134183,res,1235.5934,long beach
cities_67,2016,2,"$41,685-$56,290",155084871.8000,113230,res,1369.6447,long beach
cities_67,2016,3,"$56,290-$74,167",157249006.7000,85198,res,1845.6889,long beach
cities_67,2016,4,"$74,167-$99,028",198627018.7000,86600,res,2293.6145,long beach
cities_67,2016,5,"> $99,028",157336073.6000,63094,res,2493.6773,long beach
cities_68,2016,1,"< $41,685",1704956920.5000,1365248,res,1248.8258,los angeles
cities_68,2016,2,"$41,685-$56,290",1386168574.6000,853224,res,1624.6245,los angeles
cities_68,2016,3,"$56,290-$74,167",1279191478.1000,625040,res,2046.5754,los angeles
cities_68,2016,4,"$74,167-$99,028",1605204695.1000,628734,res,2553.0744,los angeles
cities_68,2016,5,"> $99,028",2033105164.4000,512142,res,3969.8075,los angeles
cities_69,2016,1,"< $41,685",20598970.5000,27478,res,749.6532,lynwood
cities_69,2016,2,"$41,685-$56,290",25457368.5000,31310,res,813.0747,lynwood
cities_69,2016,3,"$56,290-$74,167",12414001.5000,10440,res,1189.0806,lynwood
cities_69,2016,4,"$74,167-$99,028",7591306.5000,7611,res,997.4125,lynwood
cities_69,2016,5,"> $99,028",2167899.0000,1282,res,1691.0289,lynwood
cities_7,2016,1,"< $41,685",29387315.5000,30816,res,953.6382,bell gardens
cities_7,2016,2,"$41,685-$56,290",14324958.5000,15132,res,946.6666,bell gardens
cities_7,2016,3,"$56,290-$74,167",NA,NA,res,NA,bell gardens
cities_7,2016,4,"$74,167-$99,028",NA,NA,res,NA,bell gardens
cities_7,2016,5,"> $99,028",NA,NA,res,NA,bell gardens
cities_70,2016,1,"< $41,685",NA,NA,res,NA,malibu
cities_70,2016,2,"$41,685-$56,290",NA,NA,res,NA,malibu
cities_70,2016,3,"$56,290-$74,167",NA,NA,res,NA,malibu
cities_70,2016,4,"$74,167-$99,028",3649784.0000,602,res,6062.7641,malibu
cities_70,2016,5,"> $99,028",83034893.1667,17646,res,4705.5929,malibu
cities_71,2016,1,"< $41,685",NA,NA,res,NA,manhattan beach
cities_71,2016,2,"$41,685-$56,290",NA,NA,res,NA,manhattan beach
cities_71,2016,3,"$56,290-$74,167",1878652.0000,626,res,3001.0415,manhattan beach
cities_71,2016,4,"$74,167-$99,028",NA,NA,res,NA,manhattan beach
cities_71,2016,5,"> $99,028",84534544.6000,30705,res,2753.1198,manhattan beach
cities_72,2016,1,"< $41,685",NA,NA,res,NA,south pasadena
cities_72,2016,2,"$41,685-$56,290",2163460.0000,589,res,3673.1070,south pasadena
cities_72,2016,3,"$56,290-$74,167",14297394.0000,6688,res,2137.7682,south pasadena
cities_72,2016,4,"$74,167-$99,028",19801934.5000,10522,res,1881.9554,south pasadena
cities_72,2016,5,"> $99,028",26563623.6000,11493,res,2311.2872,south pasadena
cities_73,2016,1,"< $41,685",3122658.0000,1942,res,1607.9598,temple city
cities_73,2016,2,"$41,685-$56,290",13991265.0000,9470,res,1477.4303,temple city
cities_73,2016,3,"$56,290-$74,167",21916653.6000,14237,res,1539.4152,temple city
cities_73,2016,4,"$74,167-$99,028",31285720.3000,19653,res,1591.9056,temple city
cities_73,2016,5,"> $99,028",1813672.0000,1015,res,1786.8690,temple city
cities_74,2016,1,"< $41,685",3332553.0000,2368,res,1407.3281,torrance
cities_74,2016,2,"$41,685-$56,290",28079585.1000,15331,res,1831.5560,torrance
cities_74,2016,3,"$56,290-$74,167",47180776.0000,22941,res,2056.6137,torrance
cities_74,2016,4,"$74,167-$99,028",112276651.7000,59206,res,1896.3729,torrance
cities_74,2016,5,"> $99,028",94085075.4000,47344,res,1987.2650,torrance
cities_75,2016,1,"< $41,685",NA,NA,res,NA,vernon
cities_75,2016,2,"$41,685-$56,290",NA,NA,res,NA,vernon
cities_75,2016,3,"$56,290-$74,167",NA,NA,res,NA,vernon
cities_75,2016,4,"$74,167-$99,028",NA,NA,res,NA,vernon
cities_75,2016,5,"> $99,028",NA,NA,res,NA,vernon
cities_76,2016,1,"< $41,685",NA,NA,res,NA,walnut
cities_76,2016,2,"$41,685-$56,290",NA,NA,res,NA,walnut
cities_76,2016,3,"$56,290-$74,167",7102598.0000,3479,res,2041.5631,walnut
cities_76,2016,4,"$74,167-$99,028",28990872.5000,17437,res,1662.6067,walnut
cities_76,2016,5,"> $99,028",30600690.0000,11869,res,2578.2029,walnut
cities_77,2016,1,"< $41,685",6341630.5000,3009,res,2107.5542,west covina
cities_77,2016,2,"$41,685-$56,290",23311853.0000,16220,res,1437.2289,west covina
cities_77,2016,3,"$56,290-$74,167",59491213.5000,37696,res,1578.1837,west covina
cities_77,2016,4,"$74,167-$99,028",106393588.0000,57959,res,1835.6698,west covina
cities_77,2016,5,"> $99,028",37395726.0000,15064,res,2482.4566,west covina
cities_78,2016,1,"< $41,685",6562379.1000,2806,res,2338.6953,west hollywood
cities_78,2016,2,"$41,685-$56,290",19566911.5000,5850,res,3344.7712,west hollywood
cities_78,2016,3,"$56,290-$74,167",50087239.1000,15987,res,3132.9980,west hollywood
cities_78,2016,4,"$74,167-$99,028",43485584.7000,10972,res,3963.3234,west hollywood
cities_78,2016,5,"> $99,028",6889075.9000,4553,res,1513.0850,west hollywood
cities_79,2016,1,"< $41,685",NA,NA,res,NA,westlake village
cities_79,2016,2,"$41,685-$56,290",NA,NA,res,NA,westlake village
cities_79,2016,3,"$56,290-$74,167",NA,NA,res,NA,westlake village
cities_79,2016,4,"$74,167-$99,028",NA,NA,res,NA,westlake village
cities_79,2016,5,"> $99,028",34666713.0000,10478,res,3308.5239,westlake village
cities_8,2016,1,"< $41,685",31112761.5000,20752,res,1499.2657,bellflower
cities_8,2016,2,"$41,685-$56,290",32193483.5000,19736,res,1631.2061,bellflower
cities_8,2016,3,"$56,290-$74,167",41108528.5000,24395,res,1685.1211,bellflower
cities_8,2016,4,"$74,167-$99,028",18508245.9000,12834,res,1442.1261,bellflower
cities_8,2016,5,"> $99,028",3244879.0000,2038,res,1592.1879,bellflower
cities_80,2016,1,"< $41,685",21524115.5000,22625,res,951.3421,maywood
cities_80,2016,2,"$41,685-$56,290",masked,2048,res,masked,maywood
cities_80,2016,3,"$56,290-$74,167",2270725.0000,3027,res,750.1569,maywood
cities_80,2016,4,"$74,167-$99,028",NA,NA,res,NA,maywood
cities_80,2016,5,"> $99,028",NA,NA,res,NA,maywood
cities_81,2016,1,"< $41,685",6714483.0000,2149,res,3124.4686,monrovia
cities_81,2016,2,"$41,685-$56,290",11530530.5000,6083,res,1895.5335,monrovia
cities_81,2016,3,"$56,290-$74,167",20314880.0000,13392,res,1516.9415,monrovia
cities_81,2016,4,"$74,167-$99,028",22888261.0000,11681,res,1959.4436,monrovia
cities_81,2016,5,"> $99,028",26055121.0000,14115,res,1845.9172,monrovia
cities_82,2016,1,"< $41,685",31290142.1000,21446,res,1459.0200,montebello
cities_82,2016,2,"$41,685-$56,290",30481246.5000,19634,res,1552.4726,montebello
cities_82,2016,3,"$56,290-$74,167",28292276.0000,13949,res,2028.2655,montebello
cities_82,2016,4,"$74,167-$99,028",20336452.0000,12025,res,1691.1810,montebello
cities_82,2016,5,"> $99,028",NA,NA,res,NA,montebello
cities_83,2016,1,"< $41,685",16159439.5000,10599,res,1524.6193,monterey park
cities_83,2016,2,"$41,685-$56,290",37096820.0000,25786,res,1438.6419,monterey park
cities_83,2016,3,"$56,290-$74,167",23423390.5000,12437,res,1883.3634,monterey park
cities_83,2016,4,"$74,167-$99,028",27626964.1000,16654,res,1658.8786,monterey park
cities_83,2016,5,"> $99,028",1674162.0000,805,res,2079.7043,monterey park
cities_84,2016,1,"< $41,685",7114883.0000,4919,res,1446.4084,norwalk
cities_84,2016,2,"$41,685-$56,290",30519860.5000,20489,res,1489.5730,norwalk
cities_84,2016,3,"$56,290-$74,167",57035245.0000,40976,res,1391.9183,norwalk
cities_84,2016,4,"$74,167-$99,028",53607432.0000,36906,res,1452.5397,norwalk
cities_84,2016,5,"> $99,028",6219758.5000,4023,res,1546.0498,norwalk
cities_85,2016,1,"< $41,685",NA,NA,res,NA,sierra madre
cities_85,2016,2,"$41,685-$56,290",NA,NA,res,NA,sierra madre
cities_85,2016,3,"$56,290-$74,167",4428849.0000,1450,res,3054.3786,sierra madre
cities_85,2016,4,"$74,167-$99,028",11550761.0000,4204,res,2747.5645,sierra madre
cities_85,2016,5,"> $99,028",17498506.0000,4786,res,3656.1860,sierra madre
cities_86,2016,1,"< $41,685",masked,2661,res,masked,signal hill
cities_86,2016,2,"$41,685-$56,290",7627260.0000,3414,res,2234.1125,signal hill
cities_86,2016,3,"$56,290-$74,167",9000010.0000,4680,res,1923.0791,signal hill
cities_86,2016,4,"$74,167-$99,028",NA,NA,res,NA,signal hill
cities_86,2016,5,"> $99,028",9108804.0000,3487,res,2612.2180,signal hill
cities_87,2016,1,"< $41,685",6499466.0000,10072,res,645.3004,south el monte
cities_87,2016,2,"$41,685-$56,290",13839382.3333,19139,res,723.0985,south el monte
cities_87,2016,3,"$56,290-$74,167",3225925.0000,2771,res,1164.1736,south el monte
cities_87,2016,4,"$74,167-$99,028",2613206.0000,1506,res,1735.1965,south el monte
cities_87,2016,5,"> $99,028",NA,NA,res,NA,south el monte
cities_88,2016,1,"< $41,685",33622985.0000,33294,res,1009.8812,south gate
cities_88,2016,2,"$41,685-$56,290",36203913.1667,39939,res,906.4802,south gate
cities_88,2016,3,"$56,290-$74,167",24971820.5000,21486,res,1162.2368,south gate
cities_88,2016,4,"$74,167-$99,028",7458671.0000,10258,res,727.1077,south gate
cities_88,2016,5,"> $99,028",NA,NA,res,NA,south gate
cities_9,2016,1,"< $41,685",NA,NA,res,NA,beverly hills
cities_9,2016,2,"$41,685-$56,290",NA,NA,res,NA,beverly hills
cities_9,2016,3,"$56,290-$74,167",24329807.0000,7048,res,3452.0157,beverly hills
cities_9,2016,4,"$74,167-$99,028",32094524.4000,13025,res,2464.0710,beverly hills
cities_9,2016,5,"> $99,028",125670516.5000,25550,res,4918.6112,beverly hills
cogs_1,2016,1,"< $41,685",276980721.2000,258699,res,1070.6679,South Bay Cities COG
