geo_id,year,income_quintile,income_range,usage,pop,usetype,usage_percap,name
neighborhoods_141,2016,2,"$41,685-$56,290",6041784.2000,12565,res,480.8424,exposition park
neighborhoods_141,2016,3,"$56,290-$74,167",3589372.6000,2930,res,1225.0418,exposition park
neighborhoods_141,2016,4,"$74,167-$99,028",NA,NA,res,NA,exposition park
neighborhoods_141,2016,5,"> $99,028",NA,NA,res,NA,exposition park
neighborhoods_142,2016,1,"< $41,685",NA,NA,res,NA,fairfax
neighborhoods_142,2016,2,"$41,685-$56,290",NA,NA,res,NA,fairfax
neighborhoods_142,2016,3,"$56,290-$74,167",10672582.2000,5807,res,1837.8822,fairfax
neighborhoods_142,2016,4,"$74,167-$99,028",2213701.9000,3062,res,722.9595,fairfax
neighborhoods_142,2016,5,"> $99,028",12491728.5000,5466,res,2285.3510,fairfax
neighborhoods_143,2016,1,"< $41,685",35133808.1000,50681,res,693.2343,florence
neighborhoods_143,2016,2,"$41,685-$56,290",6874891.8000,10053,res,683.8647,florence
neighborhoods_143,2016,3,"$56,290-$74,167",NA,NA,res,NA,florence
neighborhoods_143,2016,4,"$74,167-$99,028",NA,NA,res,NA,florence
neighborhoods_143,2016,5,"> $99,028",NA,NA,res,NA,florence
neighborhoods_144,2016,1,"< $41,685",47965614.1000,57590,res,832.8810,florence-firestone
neighborhoods_144,2016,2,"$41,685-$56,290",11105116.0000,11805,res,940.7129,florence-firestone
neighborhoods_144,2016,3,"$56,290-$74,167",NA,NA,res,NA,florence-firestone
neighborhoods_144,2016,4,"$74,167-$99,028",874685.0000,692,res,1263.9957,florence-firestone
neighborhoods_144,2016,5,"> $99,028",NA,NA,res,NA,florence-firestone
neighborhoods_145,2016,1,"< $41,685",26384130.0000,16890,res,1562.1155,gardena
neighborhoods_145,2016,2,"$41,685-$56,290",34812172.3000,25233,res,1379.6288,gardena
neighborhoods_145,2016,3,"$56,290-$74,167",20834016.5000,16005,res,1301.7192,gardena
neighborhoods_145,2016,4,"$74,167-$99,028",9886306.0000,6138,res,1610.6722,gardena
neighborhoods_145,2016,5,"> $99,028",NA,NA,res,NA,gardena
neighborhoods_146,2016,1,"< $41,685",3438566.2000,4170,res,824.5962,glassell park
neighborhoods_146,2016,2,"$41,685-$56,290",6511689.3000,6278,res,1037.2235,glassell park
neighborhoods_146,2016,3,"$56,290-$74,167",12400580.9000,13423,res,923.8308,glassell park
neighborhoods_146,2016,4,"$74,167-$99,028",10001033.4000,10331,res,968.0605,glassell park
neighborhoods_146,2016,5,"> $99,028",1533827.4000,16406,res,93.4919,glassell park
neighborhoods_147,2016,1,"< $41,685",NA,NA,res,NA,glendale
neighborhoods_147,2016,2,"$41,685-$56,290",NA,NA,res,NA,glendale
neighborhoods_147,2016,3,"$56,290-$74,167",NA,NA,res,NA,glendale
neighborhoods_147,2016,4,"$74,167-$99,028",NA,NA,res,NA,glendale
neighborhoods_147,2016,5,"> $99,028",NA,NA,res,NA,glendale
neighborhoods_148,2016,1,"< $41,685",NA,NA,res,NA,glendora
neighborhoods_148,2016,2,"$41,685-$56,290",3663838.5000,1505,res,2434.4442,glendora
neighborhoods_148,2016,3,"$56,290-$74,167",43145304.5000,21902,res,1969.9253,glendora
neighborhoods_148,2016,4,"$74,167-$99,028",38328972.5000,22716,res,1687.3117,glendora
neighborhoods_148,2016,5,"> $99,028",62871093.5000,20756,res,3029.0563,glendora
neighborhoods_149,2016,1,"< $41,685",4472096.9000,9532,res,469.1667,gramercy park
neighborhoods_149,2016,2,"$41,685-$56,290",3594573.3000,2503,res,1436.1060,gramercy park
neighborhoods_149,2016,3,"$56,290-$74,167",2298638.0000,905,res,2539.9315,gramercy park
neighborhoods_149,2016,4,"$74,167-$99,028",2000779.3000,2283,res,876.3816,gramercy park
neighborhoods_149,2016,5,"> $99,028",2146097.8000,1654,res,1297.5198,gramercy park
neighborhoods_150,2016,1,"< $41,685",8707479.6000,9687,res,898.8830,granada hills
neighborhoods_150,2016,2,"$41,685-$56,290",5665982.1000,4477,res,1265.5756,granada hills
neighborhoods_150,2016,3,"$56,290-$74,167",19601409.3000,7426,res,2639.5649,granada hills
neighborhoods_150,2016,4,"$74,167-$99,028",57710279.8000,22733,res,2538.6126,granada hills
neighborhoods_150,2016,5,"> $99,028",61732723.1000,24594,res,2510.0725,granada hills
neighborhoods_151,2016,1,"< $41,685",27168222.6000,44993,res,603.8322,green meadows
neighborhoods_151,2016,2,"$41,685-$56,290",3131003.9000,13697,res,228.5905,green meadows
neighborhoods_151,2016,3,"$56,290-$74,167",4240148.3000,8426,res,503.2220,green meadows
neighborhoods_151,2016,4,"$74,167-$99,028",masked,1692,res,masked,green meadows
neighborhoods_151,2016,5,"> $99,028",NA,NA,res,NA,green meadows
neighborhoods_152,2016,1,"< $41,685",NA,NA,res,NA,green valley
neighborhoods_152,2016,2,"$41,685-$56,290",NA,NA,res,NA,green valley
neighborhoods_152,2016,3,"$56,290-$74,167",3124529.5000,1040,res,3004.3553,green valley
neighborhoods_152,2016,4,"$74,167-$99,028",masked,2993,res,masked,green valley
neighborhoods_152,2016,5,"> $99,028",NA,NA,res,NA,green valley
neighborhoods_153,2016,1,"< $41,685",NA,NA,res,NA,griffith park
neighborhoods_153,2016,2,"$41,685-$56,290",masked,1103,res,masked,griffith park
neighborhoods_153,2016,3,"$56,290-$74,167",masked,1556,res,masked,griffith park
neighborhoods_153,2016,4,"$74,167-$99,028",masked,1196,res,masked,griffith park
neighborhoods_153,2016,5,"> $99,028",masked,3084,res,masked,griffith park
neighborhoods_154,2016,1,"< $41,685",NA,NA,res,NA,hacienda heights
neighborhoods_154,2016,2,"$41,685-$56,290",3630448.0000,2719,res,1335.2144,hacienda heights
neighborhoods_154,2016,3,"$56,290-$74,167",31422063.0000,18151,res,1731.1478,hacienda heights
neighborhoods_154,2016,4,"$74,167-$99,028",48296405.0000,20407,res,2366.6587,hacienda heights
neighborhoods_154,2016,5,"> $99,028",34698269.2000,21027,res,1650.1769,hacienda heights
neighborhoods_155,2016,1,"< $41,685",NA,NA,res,NA,hancock park
neighborhoods_155,2016,2,"$41,685-$56,290",NA,NA,res,NA,hancock park
neighborhoods_155,2016,3,"$56,290-$74,167",NA,NA,res,NA,hancock park
neighborhoods_155,2016,4,"$74,167-$99,028",15851996.6000,6844,res,2316.1889,hancock park
neighborhoods_155,2016,5,"> $99,028",27147959.8000,5542,res,4898.5853,hancock park
neighborhoods_156,2016,1,"< $41,685",NA,NA,res,NA,hansen dam
neighborhoods_156,2016,2,"$41,685-$56,290",NA,NA,res,NA,hansen dam
neighborhoods_156,2016,3,"$56,290-$74,167",NA,NA,res,NA,hansen dam
neighborhoods_156,2016,4,"$74,167-$99,028",masked,5200,res,masked,hansen dam
neighborhoods_156,2016,5,"> $99,028",NA,NA,res,NA,hansen dam
neighborhoods_157,2016,1,"< $41,685",7686814.6000,7041,res,1091.7220,harbor city
neighborhoods_157,2016,2,"$41,685-$56,290",11667346.6000,12231,res,953.9160,harbor city
neighborhoods_157,2016,3,"$56,290-$74,167",4135902.8000,6046,res,684.0726,harbor city
neighborhoods_157,2016,4,"$74,167-$99,028",13472852.8000,14148,res,952.2797,harbor city
neighborhoods_157,2016,5,"> $99,028",NA,NA,res,NA,harbor city
neighborhoods_158,2016,1,"< $41,685",14502900.0000,13728,res,1056.4467,harbor gateway
neighborhoods_158,2016,2,"$41,685-$56,290",20278464.9000,18804,res,1078.4123,harbor gateway
neighborhoods_158,2016,3,"$56,290-$74,167",13331413.7000,11575,res,1151.7420,harbor gateway
neighborhoods_158,2016,4,"$74,167-$99,028",1354221.5000,1977,res,684.9881,harbor gateway
neighborhoods_158,2016,5,"> $99,028",1748949.9000,998,res,1752.4548,harbor gateway
neighborhoods_159,2016,1,"< $41,685",20807545.1000,23275,res,893.9869,harvard heights
neighborhoods_159,2016,2,"$41,685-$56,290",masked,1228,res,masked,harvard heights
neighborhoods_159,2016,3,"$56,290-$74,167",NA,NA,res,NA,harvard heights
neighborhoods_159,2016,4,"$74,167-$99,028",NA,NA,res,NA,harvard heights
neighborhoods_159,2016,5,"> $99,028",NA,NA,res,NA,harvard heights
neighborhoods_160,2016,1,"< $41,685",8747749.7000,13941,res,627.4837,harvard park
neighborhoods_160,2016,2,"$41,685-$56,290",2626972.5000,5190,res,506.1604,harvard park
neighborhoods_160,2016,3,"$56,290-$74,167",NA,NA,res,NA,harvard park
neighborhoods_160,2016,4,"$74,167-$99,028",NA,NA,res,NA,harvard park
neighborhoods_160,2016,5,"> $99,028",NA,NA,res,NA,harvard park
neighborhoods_161,2016,1,"< $41,685",NA,NA,res,NA,hasley canyon
neighborhoods_161,2016,2,"$41,685-$56,290",NA,NA,res,NA,hasley canyon
neighborhoods_161,2016,3,"$56,290-$74,167",NA,NA,res,NA,hasley canyon
neighborhoods_161,2016,4,"$74,167-$99,028",masked,3451,res,masked,hasley canyon
neighborhoods_161,2016,5,"> $99,028",3003282.0000,9840,res,305.2116,hasley canyon
neighborhoods_162,2016,1,"< $41,685",12349132.0000,11277,res,1095.0724,hawaiian gardens
neighborhoods_162,2016,2,"$41,685-$56,290",2369063.5000,2207,res,1073.4316,hawaiian gardens
neighborhoods_162,2016,3,"$56,290-$74,167",2656163.0000,4117,res,645.1695,hawaiian gardens
neighborhoods_162,2016,4,"$74,167-$99,028",NA,NA,res,NA,hawaiian gardens
neighborhoods_162,2016,5,"> $99,028",masked,1377,res,masked,hawaiian gardens
neighborhoods_163,2016,1,"< $41,685",49252641.5000,38935,res,1264.9966,hawthorne
neighborhoods_163,2016,2,"$41,685-$56,290",33067530.5000,35546,res,930.2743,hawthorne
neighborhoods_163,2016,3,"$56,290-$74,167",15666079.0000,20215,res,774.9730,hawthorne
neighborhoods_163,2016,4,"$74,167-$99,028",10405371.5000,14221,res,731.6906,hawthorne
neighborhoods_163,2016,5,"> $99,028",9798614.0000,4012,res,2442.3265,hawthorne
neighborhoods_164,2016,1,"< $41,685",NA,NA,res,NA,hermosa beach
neighborhoods_164,2016,2,"$41,685-$56,290",NA,NA,res,NA,hermosa beach
neighborhoods_164,2016,3,"$56,290-$74,167",NA,NA,res,NA,hermosa beach
neighborhoods_164,2016,4,"$74,167-$99,028",7023215.0000,1819,res,3861.0308,hermosa beach
neighborhoods_164,2016,5,"> $99,028",38540300.2000,17942,res,2148.0493,hermosa beach
neighborhoods_165,2016,1,"< $41,685",NA,NA,res,NA,hidden hills
neighborhoods_165,2016,2,"$41,685-$56,290",NA,NA,res,NA,hidden hills
neighborhoods_165,2016,3,"$56,290-$74,167",NA,NA,res,NA,hidden hills
neighborhoods_165,2016,4,"$74,167-$99,028",NA,NA,res,NA,hidden hills
neighborhoods_165,2016,5,"> $99,028",20003969.0000,1732,res,11549.6357,hidden hills
neighborhoods_166,2016,1,"< $41,685",12944992.0000,17761,res,728.8436,highland park
neighborhoods_166,2016,2,"$41,685-$56,290",31384613.4000,28065,res,1118.2830,highland park
neighborhoods_166,2016,3,"$56,290-$74,167",19183761.7000,18850,res,1017.7062,highland park
neighborhoods_166,2016,4,"$74,167-$99,028",6407076.4000,10469,res,612.0046,highland park
neighborhoods_166,2016,5,"> $99,028",3770936.7000,12943,res,291.3495,highland park
neighborhoods_167,2016,1,"< $41,685",31727162.6000,58975,res,537.9765,historic south-central
neighborhoods_167,2016,2,"$41,685-$56,290",5438296.2000,7656,res,710.3313,historic south-central
neighborhoods_167,2016,3,"$56,290-$74,167",NA,NA,res,NA,historic south-central
neighborhoods_167,2016,4,"$74,167-$99,028",NA,NA,res,NA,historic south-central
neighborhoods_167,2016,5,"> $99,028",NA,NA,res,NA,historic south-central
neighborhoods_168,2016,1,"< $41,685",77578782.7000,42149,res,1840.5842,hollywood
neighborhoods_168,2016,2,"$41,685-$56,290",40083414.6000,18944,res,2115.8897,hollywood
neighborhoods_168,2016,3,"$56,290-$74,167",25423394.5000,17442,res,1457.5963,hollywood
neighborhoods_168,2016,4,"$74,167-$99,028",13297011.9000,12228,res,1087.4233,hollywood
neighborhoods_168,2016,5,"> $99,028",2625299.8000,3027,res,867.2943,hollywood
neighborhoods_169,2016,1,"< $41,685",masked,15203,res,masked,hollywood hills
neighborhoods_169,2016,2,"$41,685-$56,290",7248349.2000,11661,res,621.5890,hollywood hills
neighborhoods_169,2016,3,"$56,290-$74,167",11687299.2000,5386,res,2169.9404,hollywood hills
neighborhoods_169,2016,4,"$74,167-$99,028",25534201.4000,11481,res,2224.0398,hollywood hills
neighborhoods_169,2016,5,"> $99,028",40447645.1000,20510,res,1972.0939,hollywood hills
neighborhoods_170,2016,1,"< $41,685",masked,1167,res,masked,hollywood hills west
neighborhoods_170,2016,2,"$41,685-$56,290",masked,5246,res,masked,hollywood hills west
neighborhoods_170,2016,3,"$56,290-$74,167",3944233.2000,11194,res,352.3524,hollywood hills west
neighborhoods_170,2016,4,"$74,167-$99,028",15108066.8000,15286,res,988.3597,hollywood hills west
neighborhoods_170,2016,5,"> $99,028",84835764.9000,27432,res,3092.5840,hollywood hills west
neighborhoods_171,2016,1,"< $41,685",29914859.3000,37409,res,799.6701,huntington park
neighborhoods_171,2016,2,"$41,685-$56,290",15402158.6000,22249,res,692.2630,huntington park
neighborhoods_171,2016,3,"$56,290-$74,167",8911708.5000,7709,res,1156.0136,huntington park
neighborhoods_171,2016,4,"$74,167-$99,028",1151851.0000,760,res,1515.5934,huntington park
neighborhoods_171,2016,5,"> $99,028",NA,NA,res,NA,huntington park
neighborhoods_172,2016,1,"< $41,685",31485899.3000,25378,res,1240.6769,hyde park
neighborhoods_172,2016,2,"$41,685-$56,290",11782130.7000,10335,res,1140.0223,hyde park
neighborhoods_172,2016,3,"$56,290-$74,167",8619712.2000,6107,res,1411.4479,hyde park
neighborhoods_172,2016,4,"$74,167-$99,028",masked,771,res,masked,hyde park
neighborhoods_172,2016,5,"> $99,028",2260467.8000,6448,res,350.5688,hyde park
neighborhoods_173,2016,1,"< $41,685",NA,NA,res,NA,industry
neighborhoods_173,2016,2,"$41,685-$56,290",NA,NA,res,NA,industry
neighborhoods_173,2016,3,"$56,290-$74,167",NA,NA,res,NA,industry
neighborhoods_173,2016,4,"$74,167-$99,028",NA,NA,res,NA,industry
neighborhoods_173,2016,5,"> $99,028",NA,NA,res,NA,industry
neighborhoods_174,2016,1,"< $41,685",65426828.7000,56485,res,1158.3045,inglewood
neighborhoods_174,2016,2,"$41,685-$56,290",41430342.5000,32944,res,1257.5990,inglewood
neighborhoods_174,2016,3,"$56,290-$74,167",42229006.2000,23392,res,1805.2756,inglewood
neighborhoods_174,2016,4,"$74,167-$99,028",8841418.0000,7114,res,1242.8195,inglewood
neighborhoods_174,2016,5,"> $99,028",4940729.0000,5390,res,916.6473,inglewood
neighborhoods_175,2016,1,"< $41,685",masked,222,res,masked,irwindale
neighborhoods_175,2016,2,"$41,685-$56,290",masked,4806,res,masked,irwindale
neighborhoods_175,2016,3,"$56,290-$74,167",2171429.0000,6923,res,313.6543,irwindale
neighborhoods_175,2016,4,"$74,167-$99,028",masked,1207,res,masked,irwindale
neighborhoods_175,2016,5,"> $99,028",NA,NA,res,NA,irwindale
neighborhoods_176,2016,1,"< $41,685",22385527.2000,19138,res,1169.6900,jefferson park
neighborhoods_176,2016,2,"$41,685-$56,290",7292767.8000,6132,res,1189.2968,jefferson park
neighborhoods_176,2016,3,"$56,290-$74,167",3766661.3000,3367,res,1118.6995,jefferson park
neighborhoods_176,2016,4,"$74,167-$99,028",masked,553,res,masked,jefferson park
neighborhoods_176,2016,5,"> $99,028",masked,698,res,masked,jefferson park
neighborhoods_177,2016,1,"< $41,685",114927322.9000,83331,res,1379.1665,koreatown
neighborhoods_177,2016,2,"$41,685-$56,290",56891879.9000,41428,res,1373.2712,koreatown
neighborhoods_177,2016,3,"$56,290-$74,167",1826782.2000,2047,res,892.4192,koreatown
neighborhoods_177,2016,4,"$74,167-$99,028",NA,NA,res,NA,koreatown
neighborhoods_177,2016,5,"> $99,028",masked,858,res,masked,koreatown
neighborhoods_178,2016,1,"< $41,685",NA,NA,res,NA,la caÃ£Â±ada flintridge
neighborhoods_178,2016,2,"$41,685-$56,290",NA,NA,res,NA,la caÃ£Â±ada flintridge
neighborhoods_178,2016,3,"$56,290-$74,167",masked,1338,res,masked,la caÃ£Â±ada flintridge
neighborhoods_178,2016,4,"$74,167-$99,028",2029469.0000,2690,res,754.4494,la caÃ£Â±ada flintridge
neighborhoods_178,2016,5,"> $99,028",82154817.9000,24509,res,3352.0265,la caÃ£Â±ada flintridge
neighborhoods_179,2016,1,"< $41,685",NA,NA,res,NA,la crescenta-montrose
neighborhoods_179,2016,2,"$41,685-$56,290",masked,4943,res,masked,la crescenta-montrose
neighborhoods_179,2016,3,"$56,290-$74,167",10688302.0000,5479,res,1950.7761,la crescenta-montrose
neighborhoods_179,2016,4,"$74,167-$99,028",13360404.0000,6896,res,1937.4136,la crescenta-montrose
neighborhoods_179,2016,5,"> $99,028",24827765.5000,9514,res,2609.6033,la crescenta-montrose
neighborhoods_180,2016,1,"< $41,685",NA,NA,res,NA,ladera heights
neighborhoods_180,2016,2,"$41,685-$56,290",masked,883,res,masked,ladera heights
neighborhoods_180,2016,3,"$56,290-$74,167",NA,NA,res,NA,ladera heights
neighborhoods_180,2016,4,"$74,167-$99,028",3398869.3000,1821,res,1866.4851,ladera heights
neighborhoods_180,2016,5,"> $99,028",17819335.0000,6311,res,2823.5359,ladera heights
neighborhoods_181,2016,1,"< $41,685",NA,NA,res,NA,la habra heights
neighborhoods_181,2016,2,"$41,685-$56,290",NA,NA,res,NA,la habra heights
neighborhoods_181,2016,3,"$56,290-$74,167",masked,2587,res,masked,la habra heights
neighborhoods_181,2016,4,"$74,167-$99,028",masked,734,res,masked,la habra heights
neighborhoods_181,2016,5,"> $99,028",22664785.8000,13952,res,1624.4829,la habra heights
neighborhoods_182,2016,1,"< $41,685",NA,NA,res,NA,lake balboa
neighborhoods_182,2016,2,"$41,685-$56,290",19633477.5000,9183,res,2138.0243,lake balboa
neighborhoods_182,2016,3,"$56,290-$74,167",22837983.9000,11088,res,2059.7027,lake balboa
neighborhoods_182,2016,4,"$74,167-$99,028",12523617.1000,5337,res,2346.5649,lake balboa
neighborhoods_182,2016,5,"> $99,028",9094055.1000,3951,res,2301.7097,lake balboa
neighborhoods_183,2016,1,"< $41,685",1369969.0000,593,res,2310.2344,lake hughes
neighborhoods_183,2016,2,"$41,685-$56,290",NA,NA,res,NA,lake hughes
neighborhoods_183,2016,3,"$56,290-$74,167",NA,NA,res,NA,lake hughes
neighborhoods_183,2016,4,"$74,167-$99,028",masked,2993,res,masked,lake hughes
neighborhoods_183,2016,5,"> $99,028",NA,NA,res,NA,lake hughes
neighborhoods_184,2016,1,"< $41,685",8774394.5000,4388,res,1999.6341,lake los angeles
neighborhoods_184,2016,2,"$41,685-$56,290",17539052.5000,7444,res,2356.1328,lake los angeles
neighborhoods_184,2016,3,"$56,290-$74,167",NA,NA,res,NA,lake los angeles
neighborhoods_184,2016,4,"$74,167-$99,028",NA,NA,res,NA,lake los angeles
neighborhoods_184,2016,5,"> $99,028",NA,NA,res,NA,lake los angeles
neighborhoods_185,2016,1,"< $41,685",2967443.0000,2000,res,1483.7215,lake view terrace
neighborhoods_185,2016,2,"$41,685-$56,290",NA,NA,res,NA,lake view terrace
neighborhoods_185,2016,3,"$56,290-$74,167",11876223.1000,10063,res,1180.1871,lake view terrace
neighborhoods_185,2016,4,"$74,167-$99,028",9408124.3000,9372,res,1003.8545,lake view terrace
neighborhoods_185,2016,5,"> $99,028",NA,NA,res,NA,lake view terrace
neighborhoods_186,2016,1,"< $41,685",830497.0000,2941,res,282.3859,lakewood
neighborhoods_186,2016,2,"$41,685-$56,290",NA,NA,res,NA,lakewood
neighborhoods_186,2016,3,"$56,290-$74,167",52162466.5000,36271,res,1438.1315,lakewood
neighborhoods_186,2016,4,"$74,167-$99,028",60258797.5000,33645,res,1791.0179,lakewood
neighborhoods_186,2016,5,"> $99,028",48322752.5000,21798,res,2216.8434,lakewood
neighborhoods_187,2016,1,"< $41,685",NA,NA,res,NA,la mirada
neighborhoods_187,2016,2,"$41,685-$56,290",4990544.5000,3001,res,1662.9605,la mirada
neighborhoods_187,2016,3,"$56,290-$74,167",15583672.5000,9811,res,1588.3878,la mirada
neighborhoods_187,2016,4,"$74,167-$99,028",54152813.0000,23869,res,2268.7508,la mirada
neighborhoods_187,2016,5,"> $99,028",28190989.0000,15163,res,1859.1960,la mirada
neighborhoods_188,2016,1,"< $41,685",124864433.5000,54340,res,2297.8365,lancaster
neighborhoods_188,2016,2,"$41,685-$56,290",96781823.0000,39477,res,2451.6002,lancaster
neighborhoods_188,2016,3,"$56,290-$74,167",95066981.1000,33919,res,2802.7649,lancaster
neighborhoods_188,2016,4,"$74,167-$99,028",82468992.5000,36277,res,2273.3135,lancaster
neighborhoods_188,2016,5,"> $99,028",5507009.0000,1950,res,2824.1072,lancaster
neighborhoods_189,2016,1,"< $41,685",2735341.0000,1809,res,1512.0735,la puente
neighborhoods_189,2016,2,"$41,685-$56,290",19478947.0000,17703,res,1100.3190,la puente
neighborhoods_189,2016,3,"$56,290-$74,167",22768962.0000,21996,res,1035.1410,la puente
neighborhoods_189,2016,4,"$74,167-$99,028",11690221.0000,9602,res,1217.4777,la puente
neighborhoods_189,2016,5,"> $99,028",NA,NA,res,NA,la puente
neighborhoods_190,2016,1,"< $41,685",masked,1171,res,masked,larchmont
neighborhoods_190,2016,2,"$41,685-$56,290",2121451.4000,4744,res,447.1862,larchmont
neighborhoods_190,2016,3,"$56,290-$74,167",10104961.5000,5776,res,1749.4739,larchmont
neighborhoods_190,2016,4,"$74,167-$99,028",masked,3035,res,masked,larchmont
neighborhoods_190,2016,5,"> $99,028",4046338.8000,1801,res,2246.7178,larchmont
neighborhoods_191,2016,1,"< $41,685",6653935.0000,1900,res,3502.0711,la verne
neighborhoods_191,2016,2,"$41,685-$56,290",masked,2018,res,masked,la verne
neighborhoods_191,2016,3,"$56,290-$74,167",37745921.0000,22088,res,1708.8881,la verne
neighborhoods_191,2016,4,"$74,167-$99,028",10322461.0000,8698,res,1186.7626,la verne
neighborhoods_191,2016,5,"> $99,028",37447039.0000,16194,res,2312.4021,la verne
neighborhoods_192,2016,1,"< $41,685",2047771.0000,1525,res,1342.8007,lawndale
neighborhoods_192,2016,2,"$41,685-$56,290",16768604.0000,14370,res,1166.9175,lawndale
neighborhoods_192,2016,3,"$56,290-$74,167",18537860.0000,17362,res,1067.7261,lawndale
neighborhoods_192,2016,4,"$74,167-$99,028",5307558.0000,5495,res,965.8886,lawndale
neighborhoods_192,2016,5,"> $99,028",NA,NA,res,NA,lawndale
neighborhoods_193,2016,1,"< $41,685",7050462.2000,5878,res,1199.4662,leimert park
neighborhoods_193,2016,2,"$41,685-$56,290",9914330.8000,7441,res,1332.3923,leimert park
neighborhoods_193,2016,3,"$56,290-$74,167",3625379.5000,2190,res,1655.4244,leimert park
neighborhoods_193,2016,4,"$74,167-$99,028",1623946.6000,559,res,2905.0923,leimert park
neighborhoods_193,2016,5,"> $99,028",1992340.0000,697,res,2858.4505,leimert park
neighborhoods_194,2016,1,"< $41,685",10304696.0000,13785,res,747.5296,lennox
neighborhoods_194,2016,2,"$41,685-$56,290",8175371.0000,9627,res,849.2127,lennox
neighborhoods_194,2016,3,"$56,290-$74,167",1071588.0000,1285,res,833.9206,lennox
neighborhoods_194,2016,4,"$74,167-$99,028",NA,NA,res,NA,lennox
neighborhoods_194,2016,5,"> $99,028",NA,NA,res,NA,lennox
neighborhoods_195,2016,1,"< $41,685",NA,NA,res,NA,leona valley
neighborhoods_195,2016,2,"$41,685-$56,290",NA,NA,res,NA,leona valley
neighborhoods_195,2016,3,"$56,290-$74,167",masked,1040,res,masked,leona valley
neighborhoods_195,2016,4,"$74,167-$99,028",masked,3572,res,masked,leona valley
neighborhoods_195,2016,5,"> $99,028",5162580.0000,3868,res,1334.6898,leona valley
neighborhoods_196,2016,1,"< $41,685",17626389.3000,20400,res,864.0387,lincoln heights
neighborhoods_196,2016,2,"$41,685-$56,290",10387222.2000,12222,res,849.8791,lincoln heights
neighborhoods_196,2016,3,"$56,290-$74,167",3069883.3000,8149,res,376.7190,lincoln heights
neighborhoods_196,2016,4,"$74,167-$99,028",NA,NA,res,NA,lincoln heights
neighborhoods_196,2016,5,"> $99,028",masked,2680,res,masked,lincoln heights
neighborhoods_197,2016,1,"< $41,685",2526584.0000,4789,res,527.5807,littlerock
neighborhoods_197,2016,2,"$41,685-$56,290",604013.0000,3582,res,168.6245,littlerock
neighborhoods_197,2016,3,"$56,290-$74,167",NA,NA,res,NA,littlerock
neighborhoods_197,2016,4,"$74,167-$99,028",NA,NA,res,NA,littlerock
neighborhoods_197,2016,5,"> $99,028",NA,NA,res,NA,littlerock
neighborhoods_198,2016,1,"< $41,685",NA,NA,res,NA,lomita
neighborhoods_198,2016,2,"$41,685-$56,290",10006604.5000,5188,res,1928.7981,lomita
neighborhoods_198,2016,3,"$56,290-$74,167",17703115.8000,9883,res,1791.2694,lomita
neighborhoods_198,2016,4,"$74,167-$99,028",10163413.0000,7910,res,1284.8815,lomita
neighborhoods_198,2016,5,"> $99,028",786775.0000,5301,res,148.4201,lomita
neighborhoods_199,2016,1,"< $41,685",165795626.3000,134183,res,1235.5934,long beach
neighborhoods_199,2016,2,"$41,685-$56,290",155096010.8000,113294,res,1368.9693,long beach
neighborhoods_199,2016,3,"$56,290-$74,167",157230190.7000,85198,res,1845.4681,long beach
neighborhoods_199,2016,4,"$74,167-$99,028",masked,88658,res,masked,long beach
neighborhoods_199,2016,5,"> $99,028",157130652.6000,64474,res,2437.1166,long beach
neighborhoods_200,2016,1,"< $41,685",NA,NA,res,NA,lopez/kagel canyons
neighborhoods_200,2016,2,"$41,685-$56,290",NA,NA,res,NA,lopez/kagel canyons
neighborhoods_200,2016,3,"$56,290-$74,167",NA,NA,res,NA,lopez/kagel canyons
neighborhoods_200,2016,4,"$74,167-$99,028",2304192.0000,4198,res,548.8785,lopez/kagel canyons
neighborhoods_200,2016,5,"> $99,028",masked,177,res,masked,lopez/kagel canyons
neighborhoods_201,2016,1,"< $41,685",13671557.9000,8599,res,1589.9009,los feliz
neighborhoods_201,2016,2,"$41,685-$56,290",5232697.3000,5852,res,894.1725,los feliz
neighborhoods_201,2016,3,"$56,290-$74,167",15969381.7000,9891,res,1614.5366,los feliz
neighborhoods_201,2016,4,"$74,167-$99,028",24636423.6000,10335,res,2383.7855,los feliz
neighborhoods_201,2016,5,"> $99,028",29461491.7000,13520,res,2179.1044,los feliz
neighborhoods_202,2016,1,"< $41,685",20547433.5000,25550,res,804.2048,lynwood
neighborhoods_202,2016,2,"$41,685-$56,290",26083400.5000,33940,res,768.5150,lynwood
neighborhoods_202,2016,3,"$56,290-$74,167",12402084.5000,10440,res,1187.9391,lynwood
neighborhoods_202,2016,4,"$74,167-$99,028",7591306.5000,7611,res,997.4125,lynwood
neighborhoods_202,2016,5,"> $99,028",2166692.0000,1282,res,1690.0874,lynwood
neighborhoods_203,2016,1,"< $41,685",NA,NA,res,NA,malibu
neighborhoods_203,2016,2,"$41,685-$56,290",NA,NA,res,NA,malibu
neighborhoods_203,2016,3,"$56,290-$74,167",NA,NA,res,NA,malibu
neighborhoods_203,2016,4,"$74,167-$99,028",3664984.0000,602,res,6088.0133,malibu
neighborhoods_203,2016,5,"> $99,028",83212486.1667,17646,res,4715.6572,malibu
neighborhoods_204,2016,1,"< $41,685",7618899.5000,6051,res,1259.1141,manchester square
neighborhoods_204,2016,2,"$41,685-$56,290",7708978.0000,4920,res,1566.8654,manchester square
neighborhoods_204,2016,3,"$56,290-$74,167",1704726.3000,750,res,2272.9684,manchester square
