geo_id,sqft,usage,usage_med,usage_med_sqft,usetype,year,name,solar_potential,pop,usage_percap,source,vintage_id,income_quintile,income_range,sqft_id,pop_sqmi,med_income,pct_own,pct_rent,enviroscreen_tracts,sqmi,solar_pot,net_solar_pot,count,query,postal_code,city,county,neighborhood,lat,lng
cities_25,,,,,residential_uncat,2016,avalon,,,,usage_bld_kwh,,,,,,,,,,,,,,"avalon, CA",90704,Avalon,Los Angeles County,,33.3428193,-118.3282279
cities_25,,,,,res_total,2016,avalon,,3768.0,,usage_bld_kwh,,,,,,,,,,,,,,"avalon, CA",90704,Avalon,Los Angeles County,,33.3428193,-118.3282279
cities_25,,,,,single_family,2016,avalon,,,,usage_bld_kwh,,,,,,,,,,,,,,"avalon, CA",90704,Avalon,Los Angeles County,,33.3428193,-118.3282279
cities_25,,,,,uncat,2016,avalon,,,,usage_bld_kwh,,,,,,,,,,,,,,"avalon, CA",90704,Avalon,Los Angeles County,,33.3428193,-118.3282279
cities_26,,,,,agriculture,2016,bradbury,,,,usage_bld_kwh,,,,,,,,,,,,,,"bradbury, CA",91008,Bradbury,Los Angeles County,,34.1469511,-117.9708982
cities_26,0.0,masked,masked,masked,commercial,2016,bradbury,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"bradbury, CA",91008,Bradbury,Los Angeles County,,34.1469511,-117.9708982
cities_26,,,,,condo,2016,bradbury,,,,usage_bld_kwh,,,,,,,,,,,,,,"bradbury, CA",91008,Bradbury,Los Angeles County,,34.1469511,-117.9708982
cities_26,0.0,masked,masked,masked,industrial,2016,bradbury,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"bradbury, CA",91008,Bradbury,Los Angeles County,,34.1469511,-117.9708982
cities_26,97082.0,masked,masked,masked,institutional,2016,bradbury,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"bradbury, CA",91008,Bradbury,Los Angeles County,,34.1469511,-117.9708982
cities_26,47109.0,masked,masked,masked,multi_family,2016,bradbury,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"bradbury, CA",91008,Bradbury,Los Angeles County,,34.1469511,-117.9708982
cities_26,,,,,other,2016,bradbury,,,,usage_bld_kwh,,,,,,,,,,,,,,"bradbury, CA",91008,Bradbury,Los Angeles County,,34.1469511,-117.9708982
cities_26,5106.0,masked,masked,masked,residential_other,2016,bradbury,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"bradbury, CA",91008,Bradbury,Los Angeles County,,34.1469511,-117.9708982
cities_26,0.0,masked,masked,masked,residential_uncat,2016,bradbury,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"bradbury, CA",91008,Bradbury,Los Angeles County,,34.1469511,-117.9708982
cities_26,1221985.0,6875975.0000,12639,3.9242,res_total,2016,bradbury,,1088.0,6319.8300,usage_bld_kwh,,,,,,,,,,,,,,"bradbury, CA",91008,Bradbury,Los Angeles County,,34.1469511,-117.9708982
cities_26,1169770.0,masked,masked,masked,single_family,2016,bradbury,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"bradbury, CA",91008,Bradbury,Los Angeles County,,34.1469511,-117.9708982
cities_26,0.0,masked,masked,masked,uncat,2016,bradbury,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"bradbury, CA",91008,Bradbury,Los Angeles County,,34.1469511,-117.9708982
cities_27,,,,,agriculture,2016,burbank,,,,usage_bld_kwh,,,,,,,,,,,,,,"burbank, CA",,Burbank,Los Angeles County,,34.1819029,-118.3079264
cities_27,,,,,commercial,2016,burbank,,,,usage_bld_kwh,,,,,,,,,,,,,,"burbank, CA",,Burbank,Los Angeles County,,34.1819029,-118.3079264
cities_27,,,,,condo,2016,burbank,,,,usage_bld_kwh,,,,,,,,,,,,,,"burbank, CA",,Burbank,Los Angeles County,,34.1819029,-118.3079264
cities_27,,,,,industrial,2016,burbank,,,,usage_bld_kwh,,,,,,,,,,,,,,"burbank, CA",,Burbank,Los Angeles County,,34.1819029,-118.3079264
cities_27,,,,,institutional,2016,burbank,,,,usage_bld_kwh,,,,,,,,,,,,,,"burbank, CA",,Burbank,Los Angeles County,,34.1819029,-118.3079264
cities_27,,,,,multi_family,2016,burbank,,,,usage_bld_kwh,,,,,,,,,,,,,,"burbank, CA",,Burbank,Los Angeles County,,34.1819029,-118.3079264
cities_27,,,,,other,2016,burbank,,,,usage_bld_kwh,,,,,,,,,,,,,,"burbank, CA",,Burbank,Los Angeles County,,34.1819029,-118.3079264
cities_27,,,,,residential_other,2016,burbank,,,,usage_bld_kwh,,,,,,,,,,,,,,"burbank, CA",,Burbank,Los Angeles County,,34.1819029,-118.3079264
cities_27,,,,,residential_uncat,2016,burbank,,,,usage_bld_kwh,,,,,,,,,,,,,,"burbank, CA",,Burbank,Los Angeles County,,34.1819029,-118.3079264
cities_27,,,,,res_total,2016,burbank,,104450.0,,usage_bld_kwh,,,,,,,,,,,,,,"burbank, CA",,Burbank,Los Angeles County,,34.1819029,-118.3079264
cities_27,,,,,single_family,2016,burbank,,,,usage_bld_kwh,,,,,,,,,,,,,,"burbank, CA",,Burbank,Los Angeles County,,34.1819029,-118.3079264
cities_27,,,,,uncat,2016,burbank,,,,usage_bld_kwh,,,,,,,,,,,,,,"burbank, CA",,Burbank,Los Angeles County,,34.1819029,-118.3079264
cities_28,,,,,agriculture,2016,calabasas,,,,usage_bld_kwh,,,,,,,,,,,,,,"calabasas, CA",,Calabasas,Los Angeles County,,34.1539731,-118.6473801
cities_28,4302959.0,68293419.0000,267580,13.4594,commercial,2016,calabasas,,,,usage_bld_kwh,,,,,,,,,,,,,,"calabasas, CA",,Calabasas,Los Angeles County,,34.1539731,-118.6473801
cities_28,9080988.0,49218371.6000,12593,4.1656,condo,2016,calabasas,,,,usage_bld_kwh,,,,,,,,,,,,,,"calabasas, CA",,Calabasas,Los Angeles County,,34.1539731,-118.6473801
cities_28,470990.0,masked,masked,masked,industrial,2016,calabasas,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"calabasas, CA",,Calabasas,Los Angeles County,,34.1539731,-118.6473801
cities_28,49863.0,masked,masked,masked,institutional,2016,calabasas,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"calabasas, CA",,Calabasas,Los Angeles County,,34.1539731,-118.6473801
cities_28,1184740.0,3542831.0000,269890,2.4277,multi_family,2016,calabasas,,,,usage_bld_kwh,,,,,,,,,,,,,,"calabasas, CA",,Calabasas,Los Angeles County,,34.1539731,-118.6473801
cities_28,25812.0,masked,masked,masked,other,2016,calabasas,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"calabasas, CA",,Calabasas,Los Angeles County,,34.1539731,-118.6473801
cities_28,164804.0,4082185.0000,25054,13.6557,residential_other,2016,calabasas,,,,usage_bld_kwh,,,,,,,,,,,,,,"calabasas, CA",,Calabasas,Los Angeles County,,34.1539731,-118.6473801
cities_28,0.0,6383438.9545,,,residential_uncat,2016,calabasas,,,,usage_bld_kwh,,,,,,,,,,,,,,"calabasas, CA",,Calabasas,Los Angeles County,,34.1539731,-118.6473801
cities_28,18955530.0,103251687.5545,11944,4.3012,res_total,2016,calabasas,,23956.0,4310.0554,usage_bld_kwh,,,,,,,,,,,,,,"calabasas, CA",,Calabasas,Los Angeles County,,34.1539731,-118.6473801
cities_28,8524998.0,40024861.0000,11371.5,4.4226,single_family,2016,calabasas,,,,usage_bld_kwh,,,,,,,,,,,,,,"calabasas, CA",,Calabasas,Los Angeles County,,34.1539731,-118.6473801
cities_28,0.0,masked,masked,masked,uncat,2016,calabasas,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"calabasas, CA",,Calabasas,Los Angeles County,,34.1539731,-118.6473801
cities_29,,,,,agriculture,2016,cudahy,,,,usage_bld_kwh,,,,,,,,,,,,,,"cudahy, CA",90201,Cudahy,Los Angeles County,,33.9608646,-118.1857858
cities_29,446764.0,masked,masked,masked,commercial,2016,cudahy,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"cudahy, CA",90201,Cudahy,Los Angeles County,,33.9608646,-118.1857858
cities_29,153998.0,1546472.0000,6222,3.9321,condo,2016,cudahy,,,,usage_bld_kwh,,,,,,,,,,,,,,"cudahy, CA",90201,Cudahy,Los Angeles County,,33.9608646,-118.1857858
cities_29,889213.0,masked,masked,masked,industrial,2016,cudahy,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"cudahy, CA",90201,Cudahy,Los Angeles County,,33.9608646,-118.1857858
cities_29,52327.0,masked,masked,masked,institutional,2016,cudahy,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"cudahy, CA",90201,Cudahy,Los Angeles County,,33.9608646,-118.1857858
cities_29,3788186.0,10780092.0000,7947,2.3454,multi_family,2016,cudahy,,,,usage_bld_kwh,,,,,,,,,,,,,,"cudahy, CA",90201,Cudahy,Los Angeles County,,33.9608646,-118.1857858
cities_29,26095.0,masked,masked,masked,other,2016,cudahy,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"cudahy, CA",90201,Cudahy,Los Angeles County,,33.9608646,-118.1857858
cities_29,68881.0,1244494.0000,45411,24.9552,residential_other,2016,cudahy,,,,usage_bld_kwh,,,,,,,,,,,,,,"cudahy, CA",90201,Cudahy,Los Angeles County,,33.9608646,-118.1857858
cities_29,0.0,7268456.0000,,,residential_uncat,2016,cudahy,,,,usage_bld_kwh,,,,,,,,,,,,,,"cudahy, CA",90201,Cudahy,Los Angeles County,,33.9608646,-118.1857858
cities_29,4495512.0,23294563.5000,6631,3.1997,res_total,2016,cudahy,,24730.0,941.9557,usage_bld_kwh,,,,,,,,,,,,,,"cudahy, CA",90201,Cudahy,Los Angeles County,,33.9608646,-118.1857858
cities_29,484447.0,2455049.5000,5489,4.5228,single_family,2016,cudahy,,,,usage_bld_kwh,,,,,,,,,,,,,,"cudahy, CA",90201,Cudahy,Los Angeles County,,33.9608646,-118.1857858
cities_29,0.0,masked,masked,masked,uncat,2016,cudahy,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"cudahy, CA",90201,Cudahy,Los Angeles County,,33.9608646,-118.1857858
cities_3,865.0,masked,masked,masked,agriculture,2016,arcadia,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"arcadia, CA",,Arcadia,Los Angeles County,,34.1397292,-118.0353449
cities_3,7913150.0,143815467.0000,37313.5,7.5944,commercial,2016,arcadia,,,,usage_bld_kwh,,,,,,,,,,,,,,"arcadia, CA",,Arcadia,Los Angeles County,,34.1397292,-118.0353449
cities_3,840709.0,23130163.5000,29767,16.8413,condo,2016,arcadia,,,,usage_bld_kwh,,,,,,,,,,,,,,"arcadia, CA",,Arcadia,Los Angeles County,,34.1397292,-118.0353449
cities_3,1625915.0,masked,masked,masked,industrial,2016,arcadia,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"arcadia, CA",,Arcadia,Los Angeles County,,34.1397292,-118.0353449
cities_3,762811.0,masked,masked,masked,institutional,2016,arcadia,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"arcadia, CA",,Arcadia,Los Angeles County,,34.1397292,-118.0353449
cities_3,5280714.0,20812637.5000,12599,3.5960,multi_family,2016,arcadia,,,,usage_bld_kwh,,,,,,,,,,,,,,"arcadia, CA",,Arcadia,Los Angeles County,,34.1397292,-118.0353449
cities_3,99344.0,masked,masked,masked,other,2016,arcadia,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"arcadia, CA",,Arcadia,Los Angeles County,,34.1397292,-118.0353449
cities_3,533484.0,2405501.0000,13128,5.3670,residential_other,2016,arcadia,,,,usage_bld_kwh,,,,,,,,,,,,,,"arcadia, CA",,Arcadia,Los Angeles County,,34.1397292,-118.0353449
cities_3,0.0,7436063.0000,,,residential_uncat,2016,arcadia,,,,usage_bld_kwh,,,,,,,,,,,,,,"arcadia, CA",,Arcadia,Los Angeles County,,34.1397292,-118.0353449
cities_3,34096537.0,149636387.7000,8459,3.5255,res_total,2016,arcadia,,59632.0,2509.3304,usage_bld_kwh,,,,,,,,,,,,,,"arcadia, CA",,Arcadia,Los Angeles County,,34.1397292,-118.0353449
cities_3,27441630.0,95852022.7000,8129.5,3.4389,single_family,2016,arcadia,,,,usage_bld_kwh,,,,,,,,,,,,,,"arcadia, CA",,Arcadia,Los Angeles County,,34.1397292,-118.0353449
cities_3,0.0,masked,masked,masked,uncat,2016,arcadia,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"arcadia, CA",,Arcadia,Los Angeles County,,34.1397292,-118.0353449
cities_30,2384.0,masked,masked,masked,agriculture,2016,culver city,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"culver city, CA",,Culver City,Los Angeles County,,34.0211416,-118.3968001
cities_30,13633893.0,189434058.2000,49138,9.6140,commercial,2016,culver city,,,,usage_bld_kwh,,,,,,,,,,,,,,"culver city, CA",,Culver City,Los Angeles County,,34.0211416,-118.3968001
cities_30,691703.0,26780623.9000,6484,3.8656,condo,2016,culver city,,,,usage_bld_kwh,,,,,,,,,,,,,,"culver city, CA",,Culver City,Los Angeles County,,34.0211416,-118.3968001
cities_30,3205735.0,36834476.9000,51615.5,5.6957,industrial,2016,culver city,,,,usage_bld_kwh,,,,,,,,,,,,,,"culver city, CA",,Culver City,Los Angeles County,,34.0211416,-118.3968001
cities_30,783806.0,masked,masked,masked,institutional,2016,culver city,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"culver city, CA",,Culver City,Los Angeles County,,34.0211416,-118.3968001
cities_30,5650228.0,21644065.9000,8675.5,3.5210,multi_family,2016,culver city,,,,usage_bld_kwh,,,,,,,,,,,,,,"culver city, CA",,Culver City,Los Angeles County,,34.0211416,-118.3968001
cities_30,813837.0,masked,masked,masked,other,2016,culver city,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"culver city, CA",,Culver City,Los Angeles County,,34.0211416,-118.3968001
cities_30,454180.0,5251294.2000,16154,5.9643,residential_other,2016,culver city,,,,usage_bld_kwh,,,,,,,,,,,,,,"culver city, CA",,Culver City,Los Angeles County,,34.0211416,-118.3968001
cities_30,0.0,2427355.0000,,,residential_uncat,2016,culver city,,,,usage_bld_kwh,,,,,,,,,,,,,,"culver city, CA",,Culver City,Los Angeles County,,34.0211416,-118.3968001
cities_30,15760434.0,90437664.3000,5860,3.5473,res_total,2016,culver city,,38460.0,2351.4733,usage_bld_kwh,,,,,,,,,,,,,,"culver city, CA",,Culver City,Los Angeles County,,34.0211416,-118.3968001
cities_30,8964323.0,34334325.3000,5311,3.5395,single_family,2016,culver city,,,,usage_bld_kwh,,,,,,,,,,,,,,"culver city, CA",,Culver City,Los Angeles County,,34.0211416,-118.3968001
cities_30,0.0,masked,masked,masked,uncat,2016,culver city,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"culver city, CA",,Culver City,Los Angeles County,,34.0211416,-118.3968001
cities_31,,,,,agriculture,2016,diamond bar,,,,usage_bld_kwh,,,,,,,,,,,,,,"diamond bar, CA",,Diamond Bar,Los Angeles County,,34.0009951,-117.8112041
cities_31,5931670.0,72731757.0000,165990,13.3956,commercial,2016,diamond bar,,,,usage_bld_kwh,,,,,,,,,,,,,,"diamond bar, CA",,Diamond Bar,Los Angeles County,,34.0009951,-117.8112041
cities_31,617194.0,21379903.0000,7072,4.8874,condo,2016,diamond bar,,,,usage_bld_kwh,,,,,,,,,,,,,,"diamond bar, CA",,Diamond Bar,Los Angeles County,,34.0009951,-117.8112041
cities_31,1093220.0,6503835.0000,53408,3.6811,industrial,2016,diamond bar,,,,usage_bld_kwh,,,,,,,,,,,,,,"diamond bar, CA",,Diamond Bar,Los Angeles County,,34.0009951,-117.8112041
cities_31,376623.0,masked,masked,masked,institutional,2016,diamond bar,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"diamond bar, CA",,Diamond Bar,Los Angeles County,,34.0009951,-117.8112041
cities_31,545509.0,2197283.0000,19435,4.4030,multi_family,2016,diamond bar,,,,usage_bld_kwh,,,,,,,,,,,,,,"diamond bar, CA",,Diamond Bar,Los Angeles County,,34.0009951,-117.8112041
cities_31,28861.0,masked,masked,masked,other,2016,diamond bar,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"diamond bar, CA",,Diamond Bar,Los Angeles County,,34.0009951,-117.8112041
cities_31,120586.0,2308429.0000,6695.5,1.2613,residential_other,2016,diamond bar,,,,usage_bld_kwh,,,,,,,,,,,,,,"diamond bar, CA",,Diamond Bar,Los Angeles County,,34.0009951,-117.8112041
cities_31,0.0,3135671.9397,,,residential_uncat,2016,diamond bar,,,,usage_bld_kwh,,,,,,,,,,,,,,"diamond bar, CA",,Diamond Bar,Los Angeles County,,34.0009951,-117.8112041
cities_31,30299776.0,132454792.9397,7070,3.4506,res_total,2016,diamond bar,,56259.0,2354.3752,usage_bld_kwh,,,,,,,,,,,,,,"diamond bar, CA",,Diamond Bar,Los Angeles County,,34.0009951,-117.8112041
cities_31,29016487.0,103433506.0000,7066,3.4296,single_family,2016,diamond bar,,,,usage_bld_kwh,,,,,,,,,,,,,,"diamond bar, CA",,Diamond Bar,Los Angeles County,,34.0009951,-117.8112041
cities_31,0.0,713474.0000,,,uncat,2016,diamond bar,,,,usage_bld_kwh,,,,,,,,,,,,,,"diamond bar, CA",,Diamond Bar,Los Angeles County,,34.0009951,-117.8112041
cities_32,,,,,agriculture,2016,downey,,,,usage_bld_kwh,,,,,,,,,,,,,,"downey, CA",,Downey,Los Angeles County,,33.9401088,-118.1331593
cities_32,11386864.0,200491231.0000,45726.5,8.4467,commercial,2016,downey,,,,usage_bld_kwh,,,,,,,,,,,,,,"downey, CA",,Downey,Los Angeles County,,33.9401088,-118.1331593
cities_32,223805.0,6946280.5000,8550,5.9106,condo,2016,downey,,,,usage_bld_kwh,,,,,,,,,,,,,,"downey, CA",,Downey,Los Angeles County,,33.9401088,-118.1331593
cities_32,6103014.0,68268154.0000,33199,3.4558,industrial,2016,downey,,,,usage_bld_kwh,,,,,,,,,,,,,,"downey, CA",,Downey,Los Angeles County,,33.9401088,-118.1331593
cities_32,1272795.0,masked,masked,masked,institutional,2016,downey,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"downey, CA",,Downey,Los Angeles County,,33.9401088,-118.1331593
cities_32,12627570.0,50206555.5000,7570,2.9578,multi_family,2016,downey,,,,usage_bld_kwh,,,,,,,,,,,,,,"downey, CA",,Downey,Los Angeles County,,33.9401088,-118.1331593
cities_32,448720.0,masked,masked,masked,other,2016,downey,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"downey, CA",,Downey,Los Angeles County,,33.9401088,-118.1331593
cities_32,330688.0,masked,masked,masked,residential_other,2016,downey,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"downey, CA",,Downey,Los Angeles County,,33.9401088,-118.1331593
cities_32,0.0,masked,masked,masked,residential_uncat,2016,downey,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"downey, CA",,Downey,Los Angeles County,,33.9401088,-118.1331593
cities_32,43747613.0,200058201.0000,6400,3.9518,res_total,2016,downey,,113107.0,1768.7517,usage_bld_kwh,,,,,,,,,,,,,,"downey, CA",,Downey,Los Angeles County,,33.9401088,-118.1331593
cities_32,30565550.0,126749159.5000,6318,4.0262,single_family,2016,downey,,,,usage_bld_kwh,,,,,,,,,,,,,,"downey, CA",,Downey,Los Angeles County,,33.9401088,-118.1331593
cities_32,0.0,1790449.0000,,,uncat,2016,downey,,,,usage_bld_kwh,,,,,,,,,,,,,,"downey, CA",,Downey,Los Angeles County,,33.9401088,-118.1331593
cities_33,,,,,agriculture,2016,duarte,,,,usage_bld_kwh,,,,,,,,,,,,,,"duarte, CA",91010,Duarte,Los Angeles County,,34.1394513,-117.9772873
cities_33,1573815.0,27286555.0000,56225,8.1492,commercial,2016,duarte,,,,usage_bld_kwh,,,,,,,,,,,,,,"duarte, CA",91010,Duarte,Los Angeles County,,34.1394513,-117.9772873
cities_33,1011968.0,8108060.0000,5960,3.8909,condo,2016,duarte,,,,usage_bld_kwh,,,,,,,,,,,,,,"duarte, CA",91010,Duarte,Los Angeles County,,34.1394513,-117.9772873
cities_33,1256880.0,masked,masked,masked,industrial,2016,duarte,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"duarte, CA",91010,Duarte,Los Angeles County,,34.1394513,-117.9772873
cities_33,230159.0,masked,masked,masked,institutional,2016,duarte,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"duarte, CA",91010,Duarte,Los Angeles County,,34.1394513,-117.9772873
cities_33,746407.0,3764134.0000,12352,4.6421,multi_family,2016,duarte,,,,usage_bld_kwh,,,,,,,,,,,,,,"duarte, CA",91010,Duarte,Los Angeles County,,34.1394513,-117.9772873
cities_33,3396.0,masked,masked,masked,other,2016,duarte,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"duarte, CA",91010,Duarte,Los Angeles County,,34.1394513,-117.9772873
cities_33,80082.0,1879700.0000,13780,5.2550,residential_other,2016,duarte,,,,usage_bld_kwh,,,,,,,,,,,,,,"duarte, CA",91010,Duarte,Los Angeles County,,34.1394513,-117.9772873
cities_33,0.0,2056300.0000,,,residential_uncat,2016,duarte,,,,usage_bld_kwh,,,,,,,,,,,,,,"duarte, CA",91010,Duarte,Los Angeles County,,34.1394513,-117.9772873
cities_33,7575317.0,45050744.5000,6558,4.8238,res_total,2016,duarte,,21492.0,2096.1634,usage_bld_kwh,,,,,,,,,,,,,,"duarte, CA",91010,Duarte,Los Angeles County,,34.1394513,-117.9772873
cities_33,5736860.0,29242550.5000,6625,4.9889,single_family,2016,duarte,,,,usage_bld_kwh,,,,,,,,,,,,,,"duarte, CA",91010,Duarte,Los Angeles County,,34.1394513,-117.9772873
cities_33,0.0,masked,masked,masked,uncat,2016,duarte,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"duarte, CA",91010,Duarte,Los Angeles County,,34.1394513,-117.9772873
cities_34,36073.0,masked,masked,masked,agriculture,2016,el monte,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"el monte, CA",,El Monte,Los Angeles County,,34.0726865,-118.0322819
cities_34,9823313.0,113807258.7000,24810,6.4224,commercial,2016,el monte,,,,usage_bld_kwh,,,,,,,,,,,,,,"el monte, CA",,El Monte,Los Angeles County,,34.0726865,-118.0322819
cities_34,3711656.0,22102400.0000,5829,3.2523,condo,2016,el monte,,,,usage_bld_kwh,,,,,,,,,,,,,,"el monte, CA",,El Monte,Los Angeles County,,34.0726865,-118.0322819
cities_34,8353491.0,68124437.0000,28999,2.2918,industrial,2016,el monte,,,,usage_bld_kwh,,,,,,,,,,,,,,"el monte, CA",,El Monte,Los Angeles County,,34.0726865,-118.0322819
cities_34,1333085.0,37311918.0000,34756.5,5.1701,institutional,2016,el monte,,,,usage_bld_kwh,,,,,,,,,,,,,,"el monte, CA",,El Monte,Los Angeles County,,34.0726865,-118.0322819
cities_34,10974948.0,36843234.7000,7221,2.7344,multi_family,2016,el monte,,,,usage_bld_kwh,,,,,,,,,,,,,,"el monte, CA",,El Monte,Los Angeles County,,34.0726865,-118.0322819
cities_34,193262.0,masked,masked,masked,other,2016,el monte,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"el monte, CA",,El Monte,Los Angeles County,,34.0726865,-118.0322819
cities_34,700313.0,11312240.0000,18305.5,7.2605,residential_other,2016,el monte,,,,usage_bld_kwh,,,,,,,,,,,,,,"el monte, CA",,El Monte,Los Angeles County,,34.0726865,-118.0322819
cities_34,0.0,23623849.0000,,,residential_uncat,2016,el monte,,,,usage_bld_kwh,,,,,,,,,,,,,,"el monte, CA",,El Monte,Los Angeles County,,34.0726865,-118.0322819
cities_34,26748726.0,151740463.2000,6084.5,4.0666,res_total,2016,el monte,,111077.0,1366.0836,usage_bld_kwh,,,,,,,,,,,,,,"el monte, CA",,El Monte,Los Angeles County,,34.0726865,-118.0322819
cities_34,11361809.0,57858739.5000,5895,4.6337,single_family,2016,el monte,,,,usage_bld_kwh,,,,,,,,,,,,,,"el monte, CA",,El Monte,Los Angeles County,,34.0726865,-118.0322819
cities_34,0.0,masked,masked,masked,uncat,2016,el monte,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"el monte, CA",,El Monte,Los Angeles County,,34.0726865,-118.0322819
cities_342,,,,,agriculture,2016,la palma,,,,usage_bld_kwh,,,,,,,,,,,,,,"la palma, CA",,La Palma,Orange County,,33.8463218,-118.0461393
cities_342,582637.0,23123102.0000,143940.5,28.0734,commercial,2016,la palma,,,,usage_bld_kwh,,,,,,,,,,,,,,"la palma, CA",,La Palma,Orange County,,33.8463218,-118.0461393
cities_342,6092.0,623135.0000,142622,118.4568,condo,2016,la palma,,,,usage_bld_kwh,,,,,,,,,,,,,,"la palma, CA",,La Palma,Orange County,,33.8463218,-118.0461393
cities_342,669244.0,masked,masked,masked,industrial,2016,la palma,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"la palma, CA",,La Palma,Orange County,,33.8463218,-118.0461393
cities_342,10970.0,masked,masked,masked,institutional,2016,la palma,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"la palma, CA",,La Palma,Orange County,,33.8463218,-118.0461393
cities_342,336749.0,2875722.5000,312035.5,24.3628,multi_family,2016,la palma,,,,usage_bld_kwh,,,,,,,,,,,,,,"la palma, CA",,La Palma,Orange County,,33.8463218,-118.0461393
cities_342,2887.0,masked,masked,masked,other,2016,la palma,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"la palma, CA",,La Palma,Orange County,,33.8463218,-118.0461393
cities_342,1084.0,masked,masked,masked,residential_other,2016,la palma,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"la palma, CA",,La Palma,Orange County,,33.8463218,-118.0461393
cities_342,0.0,masked,masked,masked,residential_uncat,2016,la palma,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"la palma, CA",,La Palma,Orange County,,33.8463218,-118.0461393
cities_342,8130440.0,32477768.5000,6422.5,3.2811,res_total,2016,la palma,,14241.0,2280.5820,usage_bld_kwh,,,,,,,,,,,,,,"la palma, CA",,La Palma,Orange County,,33.8463218,-118.0461393
cities_342,7786515.0,26815102.0000,6418,3.2704,single_family,2016,la palma,,,,usage_bld_kwh,,,,,,,,,,,,,,"la palma, CA",,La Palma,Orange County,,33.8463218,-118.0461393
cities_342,0.0,663129.0000,,,uncat,2016,la palma,,,,usage_bld_kwh,,,,,,,,,,,,,,"la palma, CA",,La Palma,Orange County,,33.8463218,-118.0461393
cities_343,450506.0,12863155.7000,11719,5.7784,agriculture,2016,los angeles unincorporated area,,,,usage_bld_kwh,,,,,,,,,,,,,,"los angeles unincorporated area, CA",,Los Angeles,Los Angeles County,,34.0549076,-118.242643
cities_343,44315836.0,masked,masked,masked,commercial,2016,los angeles unincorporated area,,,masked,usage_bld_kwh,,,,,,,,,,,,,,"los angeles unincorporated area, CA",,Los Angeles,Los Angeles County,,34.0549076,-118.242643
cities_343,5209516.0,98064151.5000,9160,4.6197,condo,2016,los angeles unincorporated area,,,,usage_bld_kwh,,,,,,,,,,,,,,"los angeles unincorporated area, CA",,Los Angeles,Los Angeles County,,34.0549076,-118.242643
cities_343,60650195.0,687741362.2000,48943.5,3.9455,industrial,2016,los angeles unincorporated area,,,,usage_bld_kwh,,,,,,,,,,,,,,"los angeles unincorporated area, CA",,Los Angeles,Los Angeles County,,34.0549076,-118.242643
cities_343,10414522.0,474775956.1000,31675,6.2887,institutional,2016,los angeles unincorporated area,,,,usage_bld_kwh,,,,,,,,,,,,,,"los angeles unincorporated area, CA",,Los Angeles,Los Angeles County,,34.0549076,-118.242643
cities_343,63894535.0,298610551.7000,8978,4.2989,multi_family,2016,los angeles unincorporated area,,,,usage_bld_kwh,,,,,,,,,,,,,,"los angeles unincorporated area, CA",,Los Angeles,Los Angeles County,,34.0549076,-118.242643
